proposal,skill,mapper_payload
v0_013_national_awards_for_science__technology_communication_2017,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_014_dst___ukieri_call_for_research_proposals_2017__18,advance,"[['B.7.1'], ['Types and Design Styles', 'Advanced technologies', 'Algorithms implemented in hardware', 'Gate arrays', 'Input/output circuits', 'Memory technologies', 'Microprocessors and microcomputers', 'Standard cells**', 'VLSI (very large scale integration)'], ['type design style', 'advanced technology', 'algorithm implemented hardware', 'gate array', 'inputoutput circuit', 'memory technology', 'microprocessor microcomputer', 'standard cell', 'vlsi large scale integration']]"
v0_015_request_for_proposals_india_italy_industrial_rd,general,"[['C.5.0', 'B.7.0', 'I.1.0', 'D.4.0', 'F.0', 'K.8.0', 'C.2.0', 'D.2.0', 'I.5.0', 'F.1.0', 'A.0', 'D.0', 'I.4.0', 'C.0', 'H.4.0', 'B.6.0', 'G.1.0', 'K.6.0', 'B.2.0', 'I.2.0', 'B.4.0', 'D.1.0', 'B.1.0', 'K.5.0', 'K.7.0', 'B.3.0', 'I.0', 'F.2.0', 'C.1.0', 'K.0', 'I.6.0', 'H.2.0', 'F.3.0', 'K.4.0', 'I.3.0', 'G.2.0', 'B.5.0', 'H.5.0', 'F.4.0', 'I.7.0', 'G.0', 'J.0', 'H.3.0', 'B.0', 'E.0', 'H.0', 'H.1.0', 'D.3.0', 'K.3.0'], ['General', 'General', 'General', 'General', 'GENERAL', 'General', 'Games', 'General', 'Data communications', 'Open Systems Interconnection reference model (OSI)', 'Security and protection (e.g., firewalls) (REVISED)', 'General (K.5.1)', 'Protection mechanisms', 'Standards', 'General', 'General', 'GENERAL', 'Biographies/autobiographies', 'Conference proceedings', 'General literary works (e.g., fiction, plays)', 'GENERAL', 'General', 'Image displays', 'Image processing software', 'GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology', 'General', 'General', 'General', 'Computer arithmetic', 'Conditioning (and ill-conditioning) (REVISED)', 'Error analysis', 'Interval arithmetic (NEW)', 'Multiple precision arithmetic (NEW)', 'Numerical algorithms', 'Parallel algorithms', 'Stability (and instability)', 'General', 'Economics', 'General', 'General', 'Cognitive simulation', 'Philosophical foundations', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'General', 'General', 'GENERAL', 'General', 'General', 'Security, integrity, and protection**', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'General', 'GENERAL', 'GENERAL', 'General', 'GENERAL', 'GENERAL', 'GENERAL', 'General', 'General', 'Standards', 'General'], ['general', 'general', 'general', 'general', 'general', 'general', 'game', 'general', 'data communication', 'open system interconnection reference model osi', 'security protection eg firewall revised', 'general', 'protection mechanism', 'standard', 'general', 'general', 'general', 'biographiesautobiographies', 'conference proceeding', 'general literary work eg fiction play', 'general', 'general', 'image display', 'image processing software', 'general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology', 'general', 'general', 'general', 'computer arithmetic', 'conditioning illconditioning revised', 'error analysis', 'interval arithmetic new', 'multiple precision arithmetic new', 'numerical algorithm', 'parallel algorithm', 'stability instability', 'general', 'economics', 'general', 'general', 'cognitive simulation', 'philosophical foundation', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'security integrity protection', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'general', 'standard', 'general']]"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,instrument,"[['C.0'], ['GENERAL', 'Hardware/software interfaces', 'Instruction set design (e.g., RISC, CISC, VLIW) (REVISED)', 'Modeling of computer architecture (NEW)', 'System architectures', 'Systems specification methodology'], ['general', 'hardwaresoftware interface', 'instruction set design eg risc cisc vliw revised', 'modeling computer architecture new', 'system architecture', 'system specification methodology']]"
v0_016_call_for_proposals_2017___indo_hungarian_joint_research,recommendation,"[['E.1'], ['DATA STRUCTURES', 'Arrays', 'Distributed data structures (NEW)', 'Graphs and networks (REVISED)', 'Lists, stacks, and queues (REVISED)', 'Records (NEW)', 'Tables**', 'Trees'], ['data structure', 'array', 'distributed data structure new', 'graph network revised', 'list stack queue revised', 'record new', 'table', 'tree']]"
v0_017_indo_norway_joint_call_on_bio_economy,land,"[['H.2.3', 'D.2.1', 'I.7.1', 'I.3.6'], ['Languages (D.3.2)', 'Data description languages (DDL)', 'Data manipulation languages (DML)', 'Database (persistent) programming languages', 'Query languages', 'Report writers', 'Requirements/Specifications (D.3.1)', 'Elicitation methods (e.g., rapid prototyping, interviews, JAD) (NEW)', 'Languages', 'Methodologies (e.g., object-oriented, structured) (REVISED)', 'Tools', 'Document and Text Editing (REVISED)', 'Document management (NEW)', 'Languages**', 'Spelling**', 'Version control (NEW)', 'Methodology and Techniques', 'Device independence**', 'Ergonomics', 'Graphics data structures and data types', 'Interaction techniques', 'Languages', 'Standards'], ['language', 'data description language ddl', 'data manipulation language dml', 'database persistent programming language', 'query language', 'report writer', 'requirementsspecifications', 'elicitation method eg rapid prototyping interview jad new', 'language', 'methodology eg objectoriented structured revised', 'tool', 'document text editing revised', 'document management new', 'language', 'spelling', 'version control new', 'methodology technique', 'device independence', 'ergonomics', 'graphic data structure data type', 'interaction technique', 'language', 'standard']]"
v0_018_joint_call_between_india_and_austria_for_exchange_visits,family,"[['F.2.1'], ['Numerical Algorithms and Problems (G.1, G.4, I.1)', 'Computation of transforms (e.g., fast Fourier transform)', 'Computations in finite fields', 'Computations on matrices', 'Computations on polynomials', 'Number-theoretic computations (e.g., factoring, primality testing)'], ['numerical algorithm problem', 'computation transforms eg fast fourier transform', 'computation finite field', 'computation matrix', 'computation polynomial', 'numbertheoretic computation eg factoring primality testing']]"
v0_019_dst_dfg_awards_for_participation_in_the_68th_meeting_of_nobel_laureates__students_lindau_germany,aspect,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,building,"[['B.5.3', 'B.4.5', 'B.6.2', 'B.7.3'], ['Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability, Testing, and Fault-Tolerance** (B.8)', 'Built-in tests**', 'Diagnostics**', 'Error-checking**', 'Hardware reliability**', 'Redundant design**', 'Test generation**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**', 'Reliability and Testing** (B.8)', 'Built-in tests**', 'Error-checking**', 'Redundant design**', 'Test generation**', 'Testability**'], ['reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing faulttolerance', 'builtin test', 'diagnostics', 'errorchecking', 'hardware reliability', 'redundant design', 'test generation', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability', 'reliability testing', 'builtin test', 'errorchecking', 'redundant design', 'test generation', 'testability']]"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,capacity building,"[['C.1.3'], ['Other Architecture Styles', 'Adaptable architectures', 'Analog computers (NEW)', 'Capability architectures**', 'Cellular architecture (e.g., mobile) (REVISED)', 'Data-flow architectures', 'Heterogeneous (hybrid) systems (NEW)', 'High-level language architectures**', 'Neural nets', 'Pipeline processors (NEW)', 'Stack-oriented processors**'], ['architecture style', 'adaptable architecture', 'analog computer new', 'capability architecture', 'cellular architecture eg mobile revised', 'dataflow architecture', 'heterogeneous hybrid system new', 'highlevel language architecture', 'neural net', 'pipeline processor new', 'stackoriented processor']]"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,decade,"[['D.2.2'], ['Design Tools and Techniques (REVISED)', 'Computer-aided software engineering (CASE)', 'Decision tables', 'Evolutionary prototyping (NEW)', 'Flow charts', 'Modules and interfaces', 'Object-oriented design methods (NEW)', 'Petri nets', 'Programmer workbench**', 'Software libraries', 'State diagrams (NEW)', 'Structured programming**', 'Top-down programming**', 'User interfaces'], ['design tool technique revised', 'computeraided software engineering case', 'decision table', 'evolutionary prototyping new', 'flow chart', 'module interface', 'objectoriented design method new', 'petri net', 'programmer workbench', 'software library', 'state diagram new', 'structured programming', 'topdown programming', 'user interface']]"
v0_020_advertisement_for_call_for_proposal_for_dst_nrdms_summerwinter_schools_in_geospatial_st___2017___2019,efficiency,"[['H.3.4'], ['Systems and Software', 'Current awareness systems (selective dissemination of information--SDI)**', 'Distributed systems (NEW)', 'Information networks', 'Performance evaluation (efficiency and effectiveness) (NEW)', 'Question-answering (fact retrieval) systems**', 'User profiles and alert services (NEW)'], ['system software', 'current awareness system selective dissemination informationsdi', 'distributed system new', 'information network', 'performance evaluation efficiency effectiveness new', 'questionanswering fact retrieval system', 'user profile alert service new']]"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,computer,"[['I.5.4'], ['Applications', 'Computer vision', 'Signal processing', 'Text processing', 'Waveform analysis'], ['application', 'computer vision', 'signal processing', 'text processing', 'waveform analysis']]"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,engineering,"[['J.2'], ['PHYSICAL SCIENCES AND ENGINEERING', 'Aerospace', 'Archaeology (NEW)', 'Astronomy', 'Chemistry', 'Earth and atmospheric sciences', 'Electronics', 'Engineering', 'Mathematics and statistics', 'Physics'], ['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']]"
v0_021_call_for_proposals_in_basic_sciences_with_russia_russian_foundation_for_basic_research,fundamental,"[['D.3.3'], ['Language Constructs and Features (E.2)', 'Abstract data types', 'Classes and objects (NEW)', 'Concurrent programming structures', 'Constraints (NEW)', 'Control structures', 'Coroutines', 'Data types and structures', 'Dynamic storage management', 'Frameworks (NEW)', 'Inheritance (NEW)', 'Input/output', 'Modules, packages', 'Patterns (NEW)', 'Polymorphism (NEW)', 'Procedures, functions, and subroutines', 'Recursion'], ['language construct feature', 'abstract data type', 'class object new', 'concurrent programming structure', 'constraint new', 'control structure', 'coroutines', 'data type structure', 'dynamic storage management', 'framework new', 'inheritance new', 'inputoutput', 'module package', 'pattern new', 'polymorphism new', 'procedure function subroutine', 'recursion']]"
