,researcher_name,skills
134,"Reifsnider, Kenneth ","{'long term behavior fuel cell science engineering', 'material state change', 'term behavior', 'state change', 'life relationship', 'long term', 'cell science', 'material state', 'behavior fuel', 'system performance', 'material system', 'reifsnider durability', 'strength life', 'tolerance strength', 'dr reifsnider durability', 'damage tolerance', 'science engineering', 'damage tolerance strength life relationship material system performance life prognosis', 'dr reifsnider', 'relationship material', 'performance life', 'life prognosis', 'aging', 'fuel cell'}"
135,"Rekleitis, Ioannis","{'perception', 'marine robotics', 'cooperative localization', 'slam', 'coverage'}"
136,"Reynolds, Tony ","{'quantitative fractographic analysis', 'dr reynolds', 'experimental micro mechanic', 'dr reynolds friction stir welding', 'friction stir', 'experimental micro', 'stir welding', 'micro mechanic', 'reynolds friction', 'fatigue fracture', 'quantitative fractographic', 'fractographic analysis'}"
137,"Rhodes, Curtis ","{'computational fluid', 'computer aided', 'dr rhodes', 'engineering manufacturing', 'rhodes computer', 'computational fluid dynamic', 'aided design', 'fluid dynamic', 'dr rhodes computer aided design'}"
138,"Ritter, James A.","{'magnetic drug', 'material', 'adsorption', 'separation', 'electrochemistry', 'magnetic drug targeting', 'drug targeting'}"
139,"Rizos, Dimitris","{'railway highway', 'tunnel', 'soil structure', 'expertise area', 'analysis multi', 'phase medium', 'passenger high speed railway infrastructure bridge', 'hybrid method', 'iii bridge', 'modeling emphasis', 'civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem', 'mechanic modeling', 'highway infrastructure', 'civilian military', 'structure interaction', 'performance material', 'rail system', 'rizos expertise', 'passenger high', 'fem', 'track', 'area structural', 'trackbed soil', 'problem ii', 'dem', 'material civilian', 'method problem', 'bridge dr', 'high performance', 'emphasis development', 'ii analysis', 'interaction problem', 'infrastructure bridge', 'bridge engineering', 'structural mechanic', 'method bem', 'high speed', 'rail trackbed', 'mechanic emphasis', 'military bridge', 'engineering high', 'structural dynamic', 'transient analysis', 'problem wave', 'analysis design', 'design freight', 'area structural mechanic emphasis railway highway infrastructure', 'soil structure interaction', 'implementation computational', 'train rail trackbed soil interaction problem ii analysis design freight', 'transient analysis multi phase medium', 'etc iii bridge engineering high performance material civilian military application', 'multi phase', 'high speed rail system', 'development implementation', 'dr rizos', 'computational method', 'emphasis railway', 'hybrid method problem wave propagation', 'train rail', 'etc iii', 'soil interaction', 'railway infrastructure', 'military application', 'wave propagation', 'speed rail', 'speed railway'}"
140,"Roberts, Elwyn","{'material performance', 'manufacturing concurrent engineering', 'manufacturing concurrent', 'dr robert', 'robert material', 'nuclear reactor', 'concurrent engineering', 'performance nuclear', 'product design', 'dr robert material performance nuclear reactor'}"
141,"Roberts, Kenneth L","{'catalysis', 'transport property', 'fluid transport property', 'nanomaterials', 'fluid transport'}"
142,"Rocheleau, David ","{'company wide', 'kinematic dynamic', 'noise work', 'aided engineering', 'work ha', 'ensure long', 'helping small', 'software analysis', 'design machine', 'involving kinematic', 'done helping', 'work optimizing', 'rocheleau group', 'issue design', 'hold several', 'issue involving', 'area product', 'computer aided', 'size company', 'concept modeled', 'gear train', 'reduced noise', 'also performed dr rocheleau hold several patent', 'design concept', 'tool group', 'dynamic mechanism', 'design epicyclic', 'long life', 'wide area', 'robot prosthetic', 'cell system', 'ha done', 'pem fuel', 'epicyclic gear', 'performed dr', 'balance plant', 'also performed', 'train ensure', 'overall design', 'done work', 'primarily new product innovation device', 'product design', 'several patent', 'modeling balance', 'fuel cell', 'medium size', 'design group', 'new product', 'primarily new', 'component design', 'life reduced', 'small medium', 'plant pem', 'group ha', 'rocheleau hold', 'performed variety', 'ha machine', 'using pro', 'design software', 'optimizing design', 'dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism', 'prosthetic device', 'also done', 'innovation device', 'engineering tool', 'robot prosthetic device', 'analysis performed', 'work modeling', 'dr rocheleau', 'engineer design', 'product innovation', 'ha also', 'machine component', 'machine design', 'system overall', 'design issue', 'pro engineer', 'variety computer', 'modeled using'}"
143,"Rose, John R. ","{'dai multiagent system', 'computational science', 'von humboldt', 'director sc', 'peptide sequencing', 'novo peptide', 'new focus', 'computational science area bioinformatics', 'author technical', 'well commission', 'group de', 'fellow wa', 'computational chemistry conducted funded nsf', 'focus group', 'reasoning planning', 'nsf equivalent', 'chemistry conducted', 'paper bioinformatics', 'ieee author', 'education nasa', 'technical paper', 'major new', 'formerly director', 'conducted funded', 'wa formerly', 'nasa', 'dod onr', 'concept niac', 'well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort', 'currently member ieee author technical paper bioinformatics', 'inbre bioinformatics', 'received nsf', 'bmft german nsf equivalent', 'funding support', 'member ieee', 'currently member', 'normative reasoning', 'multiagent system', 'normative reasoning planning', 'de novo', 'alexander von humboldt foundation', 'advanced concept', 'alexander von', 'higher education', 'nsf funding', 'machine intelligence', 'bmft german', 'dai multiagent', 'humboldt foundation', 'sc inbre', 'bioinformatics core', 'funded nsf', 'recently received', 'german nsf', 'nasa institute', 'institute advanced', 'commission higher', 'support effort', 'area bioinformatics', 'sequencing recently', 'niac fellow', 'computational chemistry', 'nih', 'science area', 'core major'}"
